# format	p1-phase4-published-fingerprints-v1
# corpus_root_sha256	802c882bca64453e33efce5351e43b5954ddecc3daed6c2b0b6c8833487b4e12
# algorithm_path	docs/migration/evidence/p1-phase4-published-fingerprints-algorithm.md
# algorithm_git_blob	d78ee392e946e1f0a658843656819dee88fb7f61
# source_root	docs/migration/evidence/batch-c-artifacts/templates
# committed_treeish	HEAD
# member_count	70
# git_tree_id_role	reproducibility anchor and exec-coverage carrier
# canonical_sha256_role	mode-free scratch-comparison grain the runner recomputes
# canonical_entry_grammar	kind NUL payload NUL relative_path NUL; entries sorted by raw relative-path bytes
# directories	implied by tracked leaf paths; not manifest entries
source_path	entry_count	git_tree_id	canonical_sha256
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/405j-slot-only	4	bca3f978cbebdb50c6e0cc7e762cee7175adbbd9	c2bb457b9c7f95a1af4dc4d4ecd723e0693c5326426c49e77467dad9e3f71d1e
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/405j-stale-mismatched-keys	4	3bf724b8252830ed0efe7035c60f089c12c43241	ccd2958f1d7ec7906b6fc0066b0d3913ed01c8a3f5fc3230540c936bd8d26bde
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/branch-two-sources	3	6df4477fc17aff593dd26f883ee5bdeb9d486863	72446a590cd6f4ab4670e6d0543b64a38dd5de3b1e7c9c1108a0fac16404cdd7
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/goal-order-agreeing	3	540967365e6bbfffe40b87044483569720ceaddf	f5420a360325a0c142b03cf7b803fb65c918af3e8d5190d198084db3c1cb5668
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/goal-order-opposed	3	c8236e5d7347be48afd38bd7f5d342c195d3d196	ddf3122d3c14b89dcf74d786e5b2a05995acc37bddb4404f9862665690123e9d
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/goal-order-single	3	752cc81fcc761d5d64136e27a732a0caaa769a9e	34d60c916d6548485b1b4b99cbb009091ad3ffb1c336566a7ad11ac8ab6e200e
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/meta-duplicate-key	3	5480dfd2a677dfb08b975a181208e12c9bc94894	4609d2f97e1b71ccb1cfa63bb82fe278d64b07c154dee00ff47a8fc85eba2854
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/meta-multi-equals	3	3f72e6dc374612a1600ddd4b74e7f176560b3028	6cc31f4533ca8b517e3edb90fff2fccff78884c901abf22f7fe4af63273e56be
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/pair-405j-all-empty	7	3776a4a3427cd3bc44881fabd84ecbbd8009c7fb	c443582b433aa3d4bb1c577c3271d1d8275c0a48781a571c3aeab3654386a558
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/pair-405j-full-fresh	7	d84133eb233da4ffa4471713606d3662f3f11ea6	af3aa2898e43fce50d49ef4ed6940fa76a6397d19f75f3d8f48c3a02cb469dcb
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/pair-405j-keyless	7	f374a11f4f9701cc291866f3f31e0042024b3437	e2edec2a2691097064557c33acf6f0ca0202aad647a9789d6a20d43d29e686ac
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/pair-405j-one-empty	7	6cc47b3a0d3a72eb7a1620a19a3c0c12ca77a0d3	ebbc077860ac32673686088857a972f7f4c7147d7cd77440c515b3c33b77b4c4
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/pair-405j-session-only	7	edc7eeaf33e351bf209b6e80029aef1957b5dd32	191bcf6f490be8fc13b24522a436f8f5b6aa4cd172988c3147c2e096e085ed3a
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/pair-405j-slot-only	7	12f7e34bcbb347e2596fff8a9831f2a8a001fb15	d4e78da36321c359867f14ded6b17fc21af7fcd9c4183dfd213930cfb53b4901
docs/migration/evidence/batch-c-artifacts/templates/A7/fixture-bytes/pair-405j-stale-keys	7	1f1c8e7284f4abee9095df4a8e7d837a2735927a	69876ce4941a124ebdedbebcad65bb2e2e7f6ae6c57cd34bd6a6b85da8b28800
docs/migration/evidence/batch-c-artifacts/templates/A9/fixture-bytes/meta-absent	6	1af0d1f91599f0ba069bb27bcfffb70753f54636	74cb4eca2a97a717bf5c6b5f5cc47d9af6a6afb9248ff74c76dc516ee17d48d5
docs/migration/evidence/batch-c-artifacts/templates/D/fixture-bytes/d02-pending-with-harvested-reply	6	b44a78b20bda3f409ee272bd645cdc6589c6c6b3	489f129628d0acf5a8164b4c4152addd54307357732262137bb180311d1f7255
docs/migration/evidence/batch-c-artifacts/templates/D/fixture-bytes/d03-31-numbered-events	6	902520fd1aee0059f8ab547b4b5566c74d45c4ed	1dca05cdcc80332dda29bb2bf6a11781f38b898d1ecf86b9cde47c98e8ace3d0
docs/migration/evidence/batch-c-artifacts/templates/G1/fixture-bytes/healthy	6	103b1d384d2a5c94f166d46d9b6847f1c78905ba	039cf726f8d2c7b25d17d012115024a3018583ad89220106289865260ecaeda8
docs/migration/evidence/batch-c-artifacts/templates/G10/fixture-bytes/display-only-legacy	6	f8c15ac5130b50bb5178040d7c6d676c6556d038	233b640a9353f4784bb5e9772d01054972f98ae385844a6c75d20ddb13ccb29e
docs/migration/evidence/batch-c-artifacts/templates/G10/fixture-bytes/same-display-diff-routing	5	d02de4bd783b0fa5b3c2285856c3f61aa6de7acd	f00bffeb6c48196b4026e12d4e9068b82dbba89e6c77af9e839f381b1f6677b6
docs/migration/evidence/batch-c-artifacts/templates/G11/fixture-bytes/escapes	13	32dfad8241291a6fde1a3a4add8034943bb46714	abebe224fa1b9a277f784fa647703534775a19e3c54ff5308a26bb328f17f357
docs/migration/evidence/batch-c-artifacts/templates/G2/fixture-bytes/blocked	3	7cdd1919b4d51f99c48052a8fafbb30e0f481587	b0b0ed12ad23c6ad7951a180586edae7dc7f503e693e20319acadb7363fb0b1b
docs/migration/evidence/batch-c-artifacts/templates/G2/fixture-bytes/dead	3	7b8e2c654ea8e2fab72e0941bfefbaba976c7226	3232c966ba6b9b90038b0f0b317081a802e4bd9c0db5ba32da46a04f2b8c2d71
docs/migration/evidence/batch-c-artifacts/templates/G2/fixture-bytes/stale	5	60793c42954c254e4bbcdd53161b2951cf0028a1	331b79a841979d33f64fa4c7fbab317e2a9eda4770fd59e2d5f8b041bab3005c
docs/migration/evidence/batch-c-artifacts/templates/G2/fixture-bytes/throttled	3	f4a2b63144f7436fd3545408d257fb0012177aee	04cac17e32bb2376be5f8c409d9f5a7b95b056eca4016f847b3ff4f6fc2e284c
docs/migration/evidence/batch-c-artifacts/templates/G2/fixture-bytes/unanswered	4	9a2b9847af4c565cd148491bb95d4c217e7f99c1	ab747f6ba004b2bbd32370530320b0e25d5c272e84c0d7dbba1e765c180dd56e
docs/migration/evidence/batch-c-artifacts/templates/G2/fixture-bytes/waiting-user	4	629bb689cc67451103e048d2778bf695c3e77701	97766ab9dfad4e94de6c097bf34b1b4ed419d591adc672c2eab5627a5b3dcc23
docs/migration/evidence/batch-c-artifacts/templates/G2b/fixture-bytes/competing	4	04164d4fc223069e54c4a7ccdbd7b34b355d8759	0b7e8411904c54c0f7034bca8731dd819444848b8b146e0c08ca562104421019
docs/migration/evidence/batch-c-artifacts/templates/G3/fixture-bytes/malformed-complete-line	6	692db14adcce361118c9fe41a79f6a14399170ff	6d4354f1a455391099d7db4ce7eca835d3ddf93b5be85f756def8b6d42f5512d
docs/migration/evidence/batch-c-artifacts/templates/G3/fixture-bytes/meta-mode-000	6	39f9fa0ce49f1fa6faf4bbede56adf1b3d002030	2a519289dc0c9e8bd92e1b0939888e5a9c6538148dd6f80777b4014b64002ddb
docs/migration/evidence/batch-c-artifacts/templates/G4/fixture-bytes/no-events	6	f933801cd3b318c0df208c4eee60e1f5437031ac	d6f798c225f8f5afd5b3d16c94f619da006acb69c724c33d2a250162b85d5c99
docs/migration/evidence/batch-c-artifacts/templates/G4/fixture-bytes/zero-byte-events	6	1621a6a3cfed40f9bd29e2f5d571b1f9683a979a	a5b326e1bfd790ccdefe0988c40d5996ab93fc80909bef8466123b1358e419f9
docs/migration/evidence/batch-c-artifacts/templates/G5/fixture-bytes/m1-control	7	d84133eb233da4ffa4471713606d3662f3f11ea6	af3aa2898e43fce50d49ef4ed6940fa76a6397d19f75f3d8f48c3a02cb469dcb
docs/migration/evidence/batch-c-artifacts/templates/G5/fixture-bytes/m2-wrong-ref	7	6ac102b3c7060e8e3108f28714a5f3a341457609	bc2ab1ce6483c2a35654b1696fe73a6959a35defa8b91c2e21e62ac26a8ea400
docs/migration/evidence/batch-c-artifacts/templates/G5/fixture-bytes/m3-wrong-actor	7	2e2df7e77b96c15a354e4c5e5cb1e704b0c14f75	c9a3c1b763c9f1d5e55cb5f33a1c438fda5b5c16e3a3f600a9e2c414c4414229
docs/migration/evidence/batch-c-artifacts/templates/G5/fixture-bytes/m4-wrong-target	7	d38a88252623ba882b42224bf07c944d3b0f040a	c03a6ab84fc86369172c82a99a32e07f1e75de321920c699b5c89943b04ebcfc
docs/migration/evidence/batch-c-artifacts/templates/G5/fixture-bytes/m5-routed-vs-routed-mismatch	7	da58dfaef350bfe986bacae2f795e5d9ce240681	7abf852e960a5f445a9e42bde2440b34b5a23bc15394169e220cd4952d8d4097
docs/migration/evidence/batch-c-artifacts/templates/G5/fixture-bytes/m6-mixed-routed-display	7	f374a11f4f9701cc291866f3f31e0042024b3437	e2edec2a2691097064557c33acf6f0ca0202aad647a9789d6a20d43d29e686ac
docs/migration/evidence/batch-c-artifacts/templates/G6/fixture-bytes/stopped-attention	3	371f3f6b9e3bc02ae420fd4dc0f881ccb9ccc6ad	6914d24129cc36994a8338e2af6f8eabd76a705985818305cc9796c370a93395
docs/migration/evidence/batch-c-artifacts/templates/G6/fixture-bytes/stopped-plain	4	8ae500f0e74b34b8c935047047806096e4e14ffe	889e20bda71d8c4b09ebce629adf40aac89cc23e263b4b2621e3feeeab01c506
docs/migration/evidence/batch-c-artifacts/templates/G7/fixture-bytes/events-unknown-action	6	bd440c9168affa8db78704264d8358e438d9466c	b80355efa7940a400224ea0cbcf5420558ec65a4f936bf65f4b38d5258b8f36f
docs/migration/evidence/batch-c-artifacts/templates/G7/fixture-bytes/events-unknown-keys	6	f278ef6eade04685f255cc460f4151b7e0147344	47f0900905ad6c8b83c16e52f5ae0e2bc95aadfc74a54fdafd8e3aab67e39c8b
docs/migration/evidence/batch-c-artifacts/templates/G7/fixture-bytes/meta-unknown-keys	6	37c93839165b7e03585b75c6653ba3542eeed1d6	818060d39c59c170ed76a47b92b976c2e4f394c846522ff9020ac40bcf40fff6
docs/migration/evidence/batch-c-artifacts/templates/G8/fixture-bytes/no-trailing-newline	6	0ab4f03db8f099da3c43d6b94806a9824c23a7ba	7b4121ca2d6651a3dc3b9cb8d1ac8b34baff3820f28538e21670365daedd907f
docs/migration/evidence/batch-c-artifacts/templates/G8/fixture-bytes/partial-trailing-record	6	dd072aed7a3138895706b7d24f5c1c5c84b84921	4f302eab66b1f968e7cce742fae752419e26ab780a995e3f6030ccb59adf4219
docs/migration/evidence/batch-c-artifacts/templates/G9/fixture-bytes/goals-distinct-ts	3	fd6dbef84547bf16d444576bdfde69764ae92d85	1894e2ba8309c5c65074339fd7d0829bd87fbe9a3187d562b625efd43f86f247
