2026-08-20T19:05:11Z	setup	arm	t100-C-waiting-user
2026-08-20T19:05:20Z	t0-pre-declaration	pane.raw.sha256	f69000df58d552b0569e45f6717fc9ee5139777713d74fdfe44e12e1c3a9c1ea
2026-08-20T19:05:20Z	t0-pre-declaration	scrubbed.hash	c59fd2728e30753192f6e11658bb824a
2026-08-20T19:05:20Z	t0-pre-declaration	events.lines	0
2026-08-20T19:05:20Z	t0-pre-declaration	events.nudges	0
2026-08-20T19:05:20Z	t0-pre-declaration	wdlog.lines	8
2026-08-20T19:05:21Z	declare	planted.pane	%3
2026-08-20T19:05:22Z	declare	state.rc	0
2026-08-20T19:05:22Z	declare	state.stdout	Marked grok:grok waiting-user: T-100 arm C
2026-08-20T19:05:22Z	declare	planted.pane.retired	the planted window is killed immediately after the helper returns
2026-08-20T19:05:23Z	declaration-echo	write.tty	/dev/ttys028
2026-08-20T19:05:23Z	declaration-echo	write.text	Marked grok:grok waiting-user: T-100 arm C
2026-08-20T19:05:23Z	declare	echo.relocated	Marked grok:grok waiting-user: T-100 arm C
2026-08-20T19:05:25Z	t1-post-declaration	pane.raw.bytes	236
2026-08-20T19:05:25Z	t1-post-declaration	pane.raw.sha256	ffa2c36a67e9a705863493cbb533339f41bb017e5acfc0bd66dc1e07f6af4034
2026-08-20T19:05:25Z	t1-post-declaration	scrubbed.hash	c59fd2728e30753192f6e11658bb824a
2026-08-20T19:05:25Z	t1-post-declaration	events.lines	1
2026-08-20T19:05:25Z	t1-post-declaration	events.nudges	0
2026-08-20T19:05:25Z	t1-post-declaration	wdlog.lines	9
2026-08-20T19:05:25Z	declare	nudges.at.declaration	0
2026-08-20T19:05:25Z	source	plan	UNOWNED CHANGE (control): one human-like line written to the observed pane, early, with no agent involvement; zero nudges must have fired first
2026-08-20T19:05:28Z	source	nudges.before.write	0
2026-08-20T19:05:28Z	unowned	write.tty	/dev/ttys028
2026-08-20T19:05:28Z	unowned	write.text	HUMAN-TYPED-REPLY: yes, go ahead with option two.
2026-08-20T19:05:28Z	t2-after-unowned-write	pane.raw.bytes	285
2026-08-20T19:05:28Z	t2-after-unowned-write	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:05:28Z	t2-after-unowned-write	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:05:28Z	t2-after-unowned-write	events.lines	1
2026-08-20T19:05:28Z	t2-after-unowned-write	events.nudges	0
2026-08-20T19:05:28Z	t2-after-unowned-write	wdlog.lines	10
2026-08-20T19:05:33Z	c01	pane.raw.bytes	285
2026-08-20T19:05:33Z	c01	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:05:33Z	c01	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:05:33Z	c01	events.lines	1
2026-08-20T19:05:33Z	c01	events.nudges	0
2026-08-20T19:05:33Z	c01	wdlog.lines	12
2026-08-20T19:05:33Z	c01	nudges.total	0
2026-08-20T19:05:38Z	c02	pane.raw.bytes	285
2026-08-20T19:05:38Z	c02	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:05:38Z	c02	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:05:38Z	c02	events.lines	1
2026-08-20T19:05:38Z	c02	events.nudges	0
2026-08-20T19:05:38Z	c02	wdlog.lines	14
2026-08-20T19:05:38Z	c02	nudges.total	0
2026-08-20T19:05:43Z	c03	pane.raw.bytes	285
2026-08-20T19:05:43Z	c03	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:05:43Z	c03	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:05:43Z	c03	events.lines	1
2026-08-20T19:05:43Z	c03	events.nudges	0
2026-08-20T19:05:43Z	c03	wdlog.lines	16
2026-08-20T19:05:43Z	c03	nudges.total	0
2026-08-20T19:05:48Z	c04	pane.raw.bytes	285
2026-08-20T19:05:48Z	c04	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:05:48Z	c04	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:05:48Z	c04	events.lines	1
2026-08-20T19:05:48Z	c04	events.nudges	0
2026-08-20T19:05:48Z	c04	wdlog.lines	18
2026-08-20T19:05:48Z	c04	nudges.total	0
2026-08-20T19:05:53Z	c05	pane.raw.bytes	285
2026-08-20T19:05:53Z	c05	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:05:53Z	c05	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:05:53Z	c05	events.lines	1
2026-08-20T19:05:53Z	c05	events.nudges	0
2026-08-20T19:05:53Z	c05	wdlog.lines	20
2026-08-20T19:05:54Z	c05	nudges.total	0
2026-08-20T19:05:59Z	c06	pane.raw.bytes	285
2026-08-20T19:05:59Z	c06	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:05:59Z	c06	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:05:59Z	c06	events.lines	1
2026-08-20T19:05:59Z	c06	events.nudges	0
2026-08-20T19:05:59Z	c06	wdlog.lines	22
2026-08-20T19:05:59Z	c06	nudges.total	0
2026-08-20T19:06:04Z	c07	pane.raw.bytes	285
2026-08-20T19:06:04Z	c07	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:06:04Z	c07	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:04Z	c07	events.lines	1
2026-08-20T19:06:04Z	c07	events.nudges	0
2026-08-20T19:06:04Z	c07	wdlog.lines	24
2026-08-20T19:06:04Z	c07	nudges.total	0
2026-08-20T19:06:09Z	c08	pane.raw.bytes	285
2026-08-20T19:06:09Z	c08	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:06:09Z	c08	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:09Z	c08	events.lines	1
2026-08-20T19:06:09Z	c08	events.nudges	0
2026-08-20T19:06:09Z	c08	wdlog.lines	26
2026-08-20T19:06:09Z	c08	nudges.total	0
2026-08-20T19:06:14Z	c09	pane.raw.bytes	285
2026-08-20T19:06:14Z	c09	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:06:14Z	c09	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:14Z	c09	events.lines	1
2026-08-20T19:06:14Z	c09	events.nudges	0
2026-08-20T19:06:14Z	c09	wdlog.lines	28
2026-08-20T19:06:14Z	c09	nudges.total	0
2026-08-20T19:06:19Z	c10	pane.raw.bytes	285
2026-08-20T19:06:19Z	c10	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:06:19Z	c10	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:19Z	c10	events.lines	1
2026-08-20T19:06:19Z	c10	events.nudges	0
2026-08-20T19:06:19Z	c10	wdlog.lines	30
2026-08-20T19:06:19Z	c10	nudges.total	0
2026-08-20T19:06:24Z	c11	pane.raw.bytes	285
2026-08-20T19:06:24Z	c11	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:06:24Z	c11	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:24Z	c11	events.lines	1
2026-08-20T19:06:24Z	c11	events.nudges	0
2026-08-20T19:06:24Z	c11	wdlog.lines	32
2026-08-20T19:06:24Z	c11	nudges.total	0
2026-08-20T19:06:29Z	c12	pane.raw.bytes	285
2026-08-20T19:06:29Z	c12	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:06:29Z	c12	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:29Z	c12	events.lines	1
2026-08-20T19:06:29Z	c12	events.nudges	0
2026-08-20T19:06:29Z	c12	wdlog.lines	34
2026-08-20T19:06:29Z	c12	nudges.total	0
2026-08-20T19:06:34Z	c13	pane.raw.bytes	285
2026-08-20T19:06:34Z	c13	pane.raw.sha256	451559b99d9e4e419cc7d8a7058bc315651c8258e4151890c8a8e679804fa91d
2026-08-20T19:06:34Z	c13	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:34Z	c13	events.lines	1
2026-08-20T19:06:35Z	c13	events.nudges	0
2026-08-20T19:06:35Z	c13	wdlog.lines	35
2026-08-20T19:06:35Z	c13	nudges.total	0
2026-08-20T19:06:40Z	c14	pane.raw.bytes	502
2026-08-20T19:06:40Z	c14	pane.raw.sha256	3f262108c3c6c27e80947a6b6b4f4e9991ccedaa95425b2405838e60f0ac5ef5
2026-08-20T19:06:40Z	c14	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:40Z	c14	events.lines	2
2026-08-20T19:06:40Z	c14	events.nudges	1
2026-08-20T19:06:40Z	c14	wdlog.lines	36
2026-08-20T19:06:40Z	c14	nudges.total	1
2026-08-20T19:06:45Z	c15	pane.raw.bytes	719
2026-08-20T19:06:45Z	c15	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:06:45Z	c15	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:45Z	c15	events.lines	3
2026-08-20T19:06:45Z	c15	events.nudges	2
2026-08-20T19:06:45Z	c15	wdlog.lines	38
2026-08-20T19:06:45Z	c15	nudges.total	2
2026-08-20T19:06:50Z	c16	pane.raw.bytes	719
2026-08-20T19:06:50Z	c16	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:06:50Z	c16	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:50Z	c16	events.lines	4
2026-08-20T19:06:50Z	c16	events.nudges	2
2026-08-20T19:06:50Z	c16	wdlog.lines	40
2026-08-20T19:06:50Z	c16	nudges.total	2
2026-08-20T19:06:55Z	c17	pane.raw.bytes	719
2026-08-20T19:06:55Z	c17	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:06:55Z	c17	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:06:55Z	c17	events.lines	4
2026-08-20T19:06:55Z	c17	events.nudges	2
2026-08-20T19:06:55Z	c17	wdlog.lines	42
2026-08-20T19:06:55Z	c17	nudges.total	2
2026-08-20T19:07:00Z	c18	pane.raw.bytes	719
2026-08-20T19:07:00Z	c18	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:00Z	c18	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:00Z	c18	events.lines	4
2026-08-20T19:07:00Z	c18	events.nudges	2
2026-08-20T19:07:00Z	c18	wdlog.lines	44
2026-08-20T19:07:00Z	c18	nudges.total	2
2026-08-20T19:07:05Z	c19	pane.raw.bytes	719
2026-08-20T19:07:05Z	c19	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:05Z	c19	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:05Z	c19	events.lines	4
2026-08-20T19:07:05Z	c19	events.nudges	2
2026-08-20T19:07:05Z	c19	wdlog.lines	46
2026-08-20T19:07:05Z	c19	nudges.total	2
2026-08-20T19:07:10Z	c20	pane.raw.bytes	719
2026-08-20T19:07:10Z	c20	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:10Z	c20	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:10Z	c20	events.lines	4
2026-08-20T19:07:10Z	c20	events.nudges	2
2026-08-20T19:07:10Z	c20	wdlog.lines	48
2026-08-20T19:07:10Z	c20	nudges.total	2
2026-08-20T19:07:15Z	c21	pane.raw.bytes	719
2026-08-20T19:07:15Z	c21	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:15Z	c21	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:16Z	c21	events.lines	4
2026-08-20T19:07:16Z	c21	events.nudges	2
2026-08-20T19:07:16Z	c21	wdlog.lines	50
2026-08-20T19:07:16Z	c21	nudges.total	2
2026-08-20T19:07:21Z	c22	pane.raw.bytes	719
2026-08-20T19:07:21Z	c22	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:21Z	c22	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:21Z	c22	events.lines	4
2026-08-20T19:07:21Z	c22	events.nudges	2
2026-08-20T19:07:21Z	c22	wdlog.lines	52
2026-08-20T19:07:21Z	c22	nudges.total	2
2026-08-20T19:07:26Z	c23	pane.raw.bytes	719
2026-08-20T19:07:26Z	c23	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:26Z	c23	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:26Z	c23	events.lines	4
2026-08-20T19:07:26Z	c23	events.nudges	2
2026-08-20T19:07:26Z	c23	wdlog.lines	54
2026-08-20T19:07:26Z	c23	nudges.total	2
2026-08-20T19:07:31Z	c24	pane.raw.bytes	719
2026-08-20T19:07:31Z	c24	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:31Z	c24	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:31Z	c24	events.lines	4
2026-08-20T19:07:31Z	c24	events.nudges	2
2026-08-20T19:07:31Z	c24	wdlog.lines	56
2026-08-20T19:07:31Z	c24	nudges.total	2
2026-08-20T19:07:36Z	c25	pane.raw.bytes	719
2026-08-20T19:07:36Z	c25	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:36Z	c25	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:36Z	c25	events.lines	4
2026-08-20T19:07:36Z	c25	events.nudges	2
2026-08-20T19:07:36Z	c25	wdlog.lines	58
2026-08-20T19:07:36Z	c25	nudges.total	2
2026-08-20T19:07:41Z	c26	pane.raw.bytes	719
2026-08-20T19:07:41Z	c26	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:41Z	c26	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:41Z	c26	events.lines	4
2026-08-20T19:07:41Z	c26	events.nudges	2
2026-08-20T19:07:41Z	c26	wdlog.lines	60
2026-08-20T19:07:41Z	c26	nudges.total	2
2026-08-20T19:07:46Z	c27	pane.raw.bytes	719
2026-08-20T19:07:46Z	c27	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:46Z	c27	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:46Z	c27	events.lines	4
2026-08-20T19:07:46Z	c27	events.nudges	2
2026-08-20T19:07:46Z	c27	wdlog.lines	62
2026-08-20T19:07:46Z	c27	nudges.total	2
2026-08-20T19:07:51Z	c28	pane.raw.bytes	719
2026-08-20T19:07:51Z	c28	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:51Z	c28	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:51Z	c28	events.lines	4
2026-08-20T19:07:51Z	c28	events.nudges	2
2026-08-20T19:07:51Z	c28	wdlog.lines	64
2026-08-20T19:07:51Z	c28	nudges.total	2
2026-08-20T19:07:56Z	c29	pane.raw.bytes	719
2026-08-20T19:07:56Z	c29	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:07:56Z	c29	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:07:57Z	c29	events.lines	4
2026-08-20T19:07:57Z	c29	events.nudges	2
2026-08-20T19:07:57Z	c29	wdlog.lines	66
2026-08-20T19:07:57Z	c29	nudges.total	2
2026-08-20T19:08:02Z	c30	pane.raw.bytes	719
2026-08-20T19:08:02Z	c30	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:08:02Z	c30	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:08:02Z	c30	events.lines	4
2026-08-20T19:08:02Z	c30	events.nudges	2
2026-08-20T19:08:02Z	c30	wdlog.lines	68
2026-08-20T19:08:02Z	c30	nudges.total	2
2026-08-20T19:08:02Z	t3-final	pane.raw.bytes	719
2026-08-20T19:08:02Z	t3-final	pane.raw.sha256	bbb16e6e77a70349c7585c9081e6c17c15a7511d1f8a5f963a318c030e50478c
2026-08-20T19:08:02Z	t3-final	scrubbed.hash	a6800dc7eb3b918b53cac85e275c10d3
2026-08-20T19:08:02Z	t3-final	events.lines	4
2026-08-20T19:08:02Z	t3-final	events.nudges	2
2026-08-20T19:08:02Z	t3-final	wdlog.lines	68
2026-08-20T19:08:02Z	final	wdlog.dead.lines	0
2026-08-20T19:08:02Z	final	nudges.total	2
2026-08-20T19:08:02Z	final	nudges.after.declaration	2
